HEAT: 	INITIALIZED
2023-10-27 02:45:42.095131	FAN : 	No criteria activated - keeping fan off
2023-10-27 02:45:42.095255	FAN :	Waiting for 1 minute before next check
2023-10-27 02:46:31.934163	HEAT-> 	Temperature=17.1°, Humidity=96.0%
2023-10-27 02:46:31.934466	HEAT:	Waiting for 1 minute before next check
2023-10-27 02:46:42.620893	FAN -> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 02:46:42.621213	FAN : 	No criteria activated - keeping fan off
2023-10-27 02:46:42.621337	FAN :	Waiting for 1 minute before next check
2023-10-27 02:47:32.460204	HEAT-> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 02:47:32.460528	HEAT:	Waiting for 1 minute before next check
2023-10-27 02:47:43.146883	FAN -> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 02:47:43.147215	FAN : 	No criteria activated - keeping fan off
2023-10-27 02:47:43.147339	FAN :	Waiting for 1 minute before next check
2023-10-27 02:48:32.986168	HEAT-> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 02:48:32.986471	HEAT:	Waiting for 1 minute before next check
2023-10-27 02:48:43.672732	FAN -> 	Temperature=17.1°, Humidity=96.0%
2023-10-27 02:48:43.673055	FAN : 	No criteria activated - keeping fan off
2023-10-27 02:48:43.673179	FAN :	Waiting for 1 minute before next check
2023-10-27 02:49:33.512185	HEAT-> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 02:49:33.512500	HEAT:	Waiting for 1 minute before next check
2023-10-27 02:49:44.198746	FAN -> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 02:49:44.199091	FAN : 	No criteria activated - keeping fan off
2023-10-27 02:49:44.199216	FAN :	Waiting for 1 minute before next check
2023-10-27 02:50:34.038171	HEAT-> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 02:50:34.038479	HEAT:	Waiting for 1 minute before next check
2023-10-27 02:50:44.724744	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 02:50:44.725045	FAN : 	No criteria activated - keeping fan off
2023-10-27 02:50:44.725238	FAN :	Waiting for 1 minute before next check
2023-10-27 02:51:34.564168	HEAT-> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 02:51:34.564479	HEAT:	Waiting for 1 minute before next check
2023-10-27 02:51:45.250750	FAN -> 	Temperature=17.1°, Humidity=96.0%
2023-10-27 02:51:45.251110	FAN : 	No criteria activated - keeping fan off
2023-10-27 02:51:45.251232	FAN :	Waiting for 1 minute before next check
2023-10-27 02:52:35.089889	HEAT-> 	Temperature=17.1°, Humidity=96.0%
2023-10-27 02:52:35.090217	HEAT:	Waiting for 1 minute before next check
2023-10-27 02:52:45.776892	FAN -> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 02:52:45.777211	FAN : 	No criteria activated - keeping fan off
2023-10-27 02:52:45.777333	FAN :	Waiting for 1 minute before next check
2023-10-27 02:53:35.615873	HEAT-> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 02:53:35.616190	HEAT:	Waiting for 1 minute before next check
2023-10-27 02:53:46.302951	FAN -> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 02:53:46.303282	FAN : 	No criteria activated - keeping fan off
2023-10-27 02:53:46.303405	FAN :	Waiting for 1 minute before next check
2023-10-27 02:54:36.141874	HEAT-> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 02:54:36.142193	HEAT:	Waiting for 1 minute before next check
2023-10-27 02:54:46.828930	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 02:54:46.829238	FAN : 	No criteria activated - keeping fan off
2023-10-27 02:54:46.829360	FAN :	Waiting for 1 minute before next check
2023-10-27 02:55:36.667815	HEAT-> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 02:55:36.668141	HEAT:	Waiting for 1 minute before next check
2023-10-27 02:55:47.354992	FAN -> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 02:55:47.355325	FAN : 	No criteria activated - keeping fan off
2023-10-27 02:55:47.355450	FAN :	Waiting for 1 minute before next check
2023-10-27 02:56:37.193780	HEAT-> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 02:56:37.194042	HEAT:	Waiting for 1 minute before next check
2023-10-27 02:56:47.881085	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 02:56:47.881425	FAN : 	No criteria activated - keeping fan off
2023-10-27 02:56:47.881547	FAN :	Waiting for 1 minute before next check
2023-10-27 02:57:37.719664	HEAT-> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 02:57:37.719989	HEAT:	Waiting for 1 minute before next check
2023-10-27 02:57:48.407122	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 02:57:48.407458	FAN : 	No criteria activated - keeping fan off
2023-10-27 02:57:48.407583	FAN :	Waiting for 1 minute before next check
2023-10-27 02:58:38.245537	HEAT-> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 02:58:38.245859	HEAT:	Waiting for 1 minute before next check
2023-10-27 02:58:48.933195	FAN -> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 02:58:48.933510	FAN : 	No criteria activated - keeping fan off
2023-10-27 02:58:48.933634	FAN :	Waiting for 1 minute before next check
2023-10-27 02:59:38.771581	HEAT-> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 02:59:38.771865	HEAT:	Waiting for 1 minute before next check
2023-10-27 02:59:49.459212	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 02:59:49.459556	FAN : 	No criteria activated - keeping fan off
2023-10-27 02:59:49.459680	FAN :	Waiting for 1 minute before next check
2023-10-27 03:00:39.297542	HEAT-> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 03:00:39.297858	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:00:49.985307	FAN -> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 03:00:49.985631	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:00:49.985753	FAN :	Waiting for 1 minute before next check
2023-10-27 03:01:39.823478	HEAT-> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:01:39.823774	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:01:50.511440	FAN -> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 03:01:50.511757	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:01:50.511880	FAN :	Waiting for 1 minute before next check
2023-10-27 03:02:40.349378	HEAT-> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:02:40.349741	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:02:51.037535	FAN -> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 03:02:51.037862	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:02:51.037985	FAN :	Waiting for 1 minute before next check
2023-10-27 03:03:40.875328	HEAT-> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:03:40.875629	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:03:51.563729	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:03:51.563972	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:03:51.564065	FAN :	Waiting for 1 minute before next check
2023-10-27 03:04:41.401298	HEAT-> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 03:04:41.401631	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:04:52.089855	FAN -> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:04:52.090160	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:04:52.090283	FAN :	Waiting for 1 minute before next check
2023-10-27 03:05:41.927444	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 03:05:41.927757	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:05:52.616121	FAN -> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 03:05:52.616434	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:05:52.616557	FAN :	Waiting for 1 minute before next check
2023-10-27 03:06:42.453647	HEAT-> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 03:06:42.453953	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:06:53.142057	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 03:06:53.142365	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:06:53.142488	FAN :	Waiting for 1 minute before next check
2023-10-27 03:07:42.979779	HEAT-> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:07:42.980092	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:07:53.668107	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:07:53.668423	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:07:53.668547	FAN :	Waiting for 1 minute before next check
2023-10-27 03:08:43.505691	HEAT-> 	Temperature=17.1°, Humidity=95.9%
2023-10-27 03:08:43.505995	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:08:54.194053	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:08:54.194363	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:08:54.194487	FAN :	Waiting for 1 minute before next check
2023-10-27 03:09:44.031633	HEAT-> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:09:44.031955	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:09:57.249825	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:09:57.249992	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:09:57.250037	FAN :	Waiting for 1 minute before next check
2023-10-27 03:10:44.557464	HEAT-> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:10:44.557776	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:10:57.775617	FAN -> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:10:57.775956	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:10:57.776080	FAN :	Waiting for 1 minute before next check
2023-10-27 03:11:47.614717	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:11:47.616613	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:11:58.301661	FAN -> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:11:58.303098	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:11:58.304134	FAN :	Waiting for 1 minute before next check
2023-10-27 03:12:48.143265	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:12:48.144575	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:12:58.830574	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:12:58.831920	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:12:58.832934	FAN :	Waiting for 1 minute before next check
2023-10-27 03:13:48.671103	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:13:48.671423	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:13:59.359379	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:13:59.360761	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:13:59.361769	FAN :	Waiting for 1 minute before next check
2023-10-27 03:14:49.196976	HEAT-> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:14:49.197245	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:14:59.888194	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:14:59.889476	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:14:59.890498	FAN :	Waiting for 1 minute before next check
2023-10-27 03:15:49.722788	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:15:49.723130	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:16:00.416999	FAN -> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:16:00.418331	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:16:00.419391	FAN :	Waiting for 1 minute before next check
2023-10-27 03:16:50.248706	HEAT-> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:16:50.249004	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:17:00.945833	FAN -> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:17:00.947150	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:17:00.948176	FAN :	Waiting for 1 minute before next check
2023-10-27 03:17:50.774542	HEAT-> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:17:50.776473	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:18:01.474594	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:18:01.474880	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:18:01.475012	FAN :	Waiting for 1 minute before next check
2023-10-27 03:18:51.303313	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:18:51.305333	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:19:02.000629	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:19:02.000942	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:19:02.001064	FAN :	Waiting for 1 minute before next check
2023-10-27 03:19:51.831969	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 03:19:51.833956	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:20:02.526895	FAN -> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:20:02.527253	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:20:02.527376	FAN :	Waiting for 1 minute before next check
2023-10-27 03:20:52.360761	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 03:20:52.361083	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:21:03.052916	FAN -> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:21:03.053251	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:21:03.053374	FAN :	Waiting for 1 minute before next check
2023-10-27 03:21:55.418317	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:21:55.418638	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:22:03.578923	FAN -> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:22:03.579259	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:22:03.579383	FAN :	Waiting for 1 minute before next check
2023-10-27 03:22:55.944215	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:22:55.944494	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:23:04.104885	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:23:04.105202	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:23:04.105323	FAN :	Waiting for 1 minute before next check
2023-10-27 03:23:56.470076	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:23:56.471165	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:24:04.630854	FAN -> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:24:04.631185	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:24:04.631308	FAN :	Waiting for 1 minute before next check
2023-10-27 03:24:56.996826	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:24:56.997094	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:25:05.156811	FAN -> 	Temperature=17.1°, Humidity=95.8%
2023-10-27 03:25:05.157104	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:25:05.157208	FAN :	Waiting for 1 minute before next check
2023-10-27 03:25:57.522525	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 03:25:57.522799	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:26:05.682795	FAN -> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:26:05.683090	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:26:05.683193	FAN :	Waiting for 1 minute before next check
2023-10-27 03:26:58.048351	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:26:58.048611	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:27:06.208597	FAN -> 	Temperature=17.0°, Humidity=95.7%
2023-10-27 03:27:06.208872	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:27:06.208973	FAN :	Waiting for 1 minute before next check
2023-10-27 03:27:58.574034	HEAT-> 	Temperature=17.0°, Humidity=95.7%
2023-10-27 03:27:58.574266	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:28:06.734489	FAN -> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:28:06.734777	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:28:06.734881	FAN :	Waiting for 1 minute before next check
2023-10-27 03:28:59.099855	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:28:59.100132	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:29:07.260405	FAN -> 	Temperature=17.0°, Humidity=95.8%
2023-10-27 03:29:07.260679	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:29:07.260782	FAN :	Waiting for 1 minute before next check
2023-10-27 03:29:59.625656	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:29:59.625939	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:30:07.786224	FAN -> 	Temperature=17.0°, Humidity=95.7%
2023-10-27 03:30:07.786502	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:30:07.786604	FAN :	Waiting for 1 minute before next check
2023-10-27 03:31:00.151676	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:31:00.151980	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:31:10.843222	FAN -> 	Temperature=17.0°, Humidity=95.8%
2023-10-27 03:31:10.843494	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:31:10.843596	FAN :	Waiting for 1 minute before next check
2023-10-27 03:32:00.677638	HEAT-> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 03:32:00.677917	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:32:11.369072	FAN -> 	Temperature=17.0°, Humidity=95.7%
2023-10-27 03:32:11.369364	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:32:11.369467	FAN :	Waiting for 1 minute before next check
2023-10-27 03:33:01.203492	HEAT-> 	Temperature=17.0°, Humidity=95.8%
2023-10-27 03:33:01.203764	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:33:11.894878	FAN -> 	Temperature=17.0°, Humidity=95.8%
2023-10-27 03:33:11.895171	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:33:11.895274	FAN :	Waiting for 1 minute before next check
2023-10-27 03:34:01.729315	HEAT-> 	Temperature=17.0°, Humidity=95.8%
2023-10-27 03:34:01.729584	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:34:12.420926	FAN -> 	Temperature=17.0°, Humidity=95.7%
2023-10-27 03:34:12.421198	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:34:12.421300	FAN :	Waiting for 1 minute before next check
2023-10-27 03:35:02.255171	HEAT-> 	Temperature=17.0°, Humidity=95.8%
2023-10-27 03:35:02.255431	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:35:12.947084	FAN -> 	Temperature=17.0°, Humidity=95.8%
2023-10-27 03:35:12.947355	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:35:12.947457	FAN :	Waiting for 1 minute before next check
2023-10-27 03:36:02.781087	HEAT-> 	Temperature=17.0°, Humidity=95.8%
2023-10-27 03:36:02.781325	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:36:13.472864	FAN -> 	Temperature=17.0°, Humidity=95.8%
2023-10-27 03:36:13.473135	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:36:13.473239	FAN :	Waiting for 1 minute before next check
2023-10-27 03:37:05.832098	HEAT-> 	Temperature=17.0°, Humidity=95.7%
2023-10-27 03:37:05.832324	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:37:13.998693	FAN -> 	Temperature=17.0°, Humidity=95.8%
2023-10-27 03:37:13.999066	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:37:13.999169	FAN :	Waiting for 1 minute before next check
2023-10-27 03:38:06.357793	HEAT-> 	Temperature=17.0°, Humidity=95.8%
2023-10-27 03:38:06.358067	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:38:14.524553	FAN -> 	Temperature=17.0°, Humidity=95.8%
2023-10-27 03:38:14.524828	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:38:14.524930	FAN :	Waiting for 1 minute before next check
2023-10-27 03:39:06.883634	HEAT-> 	Temperature=17.0°, Humidity=95.8%
2023-10-27 03:39:06.883906	HEAT:	Waiting for 1 minute before next check
2023-10-27 03:39:15.050338	FAN -> 	Temperature=17.0°, Humidity=95.7%
2023-10-27 03:39:15.050605	FAN : 	No criteria activated - keeping fan off
2023-10-27 03:39:15.050707	FAN :	Waiting for 1 minute before next check
2023-10-27 03:40:07.409313	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 03:40:07.409587	HEAT:	Waiting for 1 minute before next check
